,verb,translation,english_pos
2587,weten,know,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2588,bespugen,spit,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v']"
2589,uithalen,take out,[]
2590,stotteren,stutter,"['n', 'v']"
2591,paarseizoen,mating season,[]
2592,lauweren,laurels,"['n', 'n', 'n', 'n', 'n']"
2593,opgezwollen,swollen,"['v', 'v', 'v', 'v', 'v', 'v', 's']"
2594,wenen,Vienna,['n']
2595,afbinden,binding,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 's']"
2596,weken,weeks,"['n', 'n', 'n']"
2597,gulden,guilders,"['n', 'n']"
2598,dingen,things,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
2599,opbiechten,to confess,[]
2600,induwen,push in,[]
2601,ochtendgloren,dawn,"['n', 'n', 'n', 'v', 'v', 'v']"
2602,annexeren,annex,"['n', 'v', 'v']"
2603,doorleven,live through,[]
2604,treffen,hit,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2605,uitbreiden,to expand,[]
2606,definiëren,to define,[]
2607,aanbranden,burning,"['n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 's']"
2608,vertragen,to delay,[]
2609,vertroetelen,pamper,['v']
2610,observeren,to observe,[]
2611,ontrafelen,unravel,"['v', 'v', 'v']"
2612,ronselen,recruiting,"['v', 'v', 'v']"
2613,begluren,peeping,"['v', 'v', 'v', 'v', 'v']"
2614,worstelen,struggle,"['n', 'n', 'n', 'v', 'v', 'v', 'v']"
2615,omrijden,detour,"['n', 'v']"
2616,kennen,to know,[]
2617,samenkomen,getting together,[]
2618,uitvechten,fight out,[]
2619,versplinteren,shatter,"['v', 'v', 'v']"
2620,verdunnen,dilute,"['v', 'v', 'a']"
2621,huilen,to cry,[]
2622,samenbinden,bind together,[]
2623,aanvoelen,feel,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2624,trampolinespringen,Jumping on the trampoline,[]
2625,samenblijven,stay together,[]
2626,verdraaien,twisting,"['n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 's']"
2627,deleten,delete,"['v', 'v', 'v']"
2628,ioniseren,ionize,"['v', 'v']"
2629,mensachtigen,humanoids,['n']
2630,beantwoorden,reply,"['n', 'n', 'v']"
2631,handen,hands,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v']"
2632,lostrekken,pull off,[]
2633,feestvieren,celebrate,"['v', 'v', 'v']"
2634,binnentreden,enter,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2635,terugschakelen,shift down,[]
2636,glaceren,glaze,"['n', 'n', 'n', 'v', 'v', 'v', 'v']"
2637,posten,to post,[]
2638,beklimmen,climb,"['n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
2639,genieten,to enjoy,[]
2640,reden,reason,"['n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v']"
2641,klinken,sound,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'a', 's', 'a', 's', 's', 's', 's', 's', 's']"
2642,verspringen,long jump,[]
2643,overhouden,left over,[]
2644,wegduiken,dive away,[]
2645,duelleren,dueling,['v']
2646,werpen,throw,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2647,slissen,swish,"['n', 'v', 's']"
2648,afzien,renounce,"['v', 'v', 'v', 'v']"
2649,gedenksteen,memorial stone,[]
2650,biljarten,billiards,['n']
2651,beginnen,to start,[]
2652,proppen,cram,"['v', 'v', 'v', 'v']"
2653,weggooien,throw away,[]
2654,uitbesteden,outsource,['v']
2655,afluisteren,eavesdropping,['v']
2656,overzwemmen,swim over,[]
2657,bewaren,keep,"['n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2658,ondervragen,interrogate,"['v', 'v']"
2659,aanliggen,lie down,[]
2660,aankijken,look at,[]
2661,wegroesten,rust away,[]
2662,neerliggen,lay down,[]
2663,uitprinten,print it out,[]
2664,belasteren,slander,"['n', 'n', 'v']"
2665,wegkomen,getting away,[]
2666,krenken,hurt,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 's', 's']"
2667,afhalen,Take Away,[]
2668,verkrijgen,to gain,[]
2669,wantrouwen,distrust,"['n', 'n', 'v']"
2670,veilen,auction,"['n', 'n', 'v']"
2671,binnenroepen,call in,[]
2672,aanwerven,recruit,"['n', 'n', 'v', 'v', 'v']"
2673,haarknippen,cut hair,[]
2674,doodlachen,laugh to death,[]
2675,ruilen,exchange,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
2676,patrouilleren,patrol,"['n', 'n', 'n', 'v']"
2677,overwinteren,hibernate,"['v', 'v']"
2678,doden,kill,"['n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2679,betijen,beings,"['n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2680,versieren,to decorate,[]
2681,hondenleven,dog life,[]
2682,voordragen,nominate,"['v', 'v', 'v', 'v']"
2683,aanbieden,to offer,[]
2684,dompelen,dipping,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2685,ontkomen,escape,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2686,uitwerpen,eject,"['v', 'v', 'v', 'v']"
2687,immigreren,immigrate,"['v', 'v', 'v']"
2688,verzorgen,take care of,[]
2689,ontcijferen,decipher,"['v', 'v']"
2690,handelen,to trade,[]
2691,meebrengen,bring over,[]
2692,beluisteren,to listen,[]
2693,rapporteren,report,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
2694,exploderen,explode,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2695,vleien,flatter,"['v', 's', 's', 's', 's', 'a', 'a', 's', 's', 's', 's', 's', 's', 's', 's', 's']"
2696,bijlopen,catch up,[]
2697,inmengen,mixing in,[]
2698,vermannen,admonish,"['v', 'v', 'v']"
2699,welterusten,goodnight,[]
2700,rondbazuinen,trumpet around,[]
2701,netwerken,networks,"['n', 'n', 'n', 'n', 'n', 'v']"
2702,eerbiedigen,respect,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v']"
2703,loskomen,come off,[]
2704,aanmoedigen,cheer on,[]
2705,opdreunen,rant,"['n', 'n', 'v']"
2706,toepassen,to apply,[]
2707,wegdoen,put away,[]
2708,uitspoken,do it,[]
2709,bekken,pelvis,"['n', 'n']"
2710,terugbetalen,refund,"['n', 'n', 'v']"
2711,hervormen,reform,"['n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
2712,nekken,necks,"['n', 'n', 'n', 'n', 'n', 'v']"
2713,lachten,laughed,['v']
2714,gaarkeuken,soup kitchen,[]
2715,publiceren,to publish,[]
2716,binnenvliegen,fly in,[]
2717,sportvissen,sport fishing,[]
2718,maansteen,moonstone,['n']
2719,knippen,to cut,[]
2720,aanrijden,drive up,[]
2721,opduikelen,emerge,"['v', 'v', 'v', 'v', 'v']"
2722,sneeuwruimen,shovel snow,[]
2723,liegen,to lie,[]
2724,aanstippen,touch,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2725,spugen,spit,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v']"
2726,kalen,bald,"['v', 's', 's', 's']"
2727,verstrijken,expire,"['v', 'v', 'v']"
2728,vertellen,to tell,[]
2729,generen,embarrassed,"['v', 'v', 's', 's']"
2730,doodlopen,dead end,[]
2731,verbranden,to burn,[]
2732,pimpen,pimping,['v']
2733,varen,sail,"['n', 'n', 'n', 'v', 'v', 'v', 'v']"
2734,valideren,validate,"['v', 'v', 'v', 'v']"
2735,claxonneren,sound the horn,[]
2736,oplazeren,recharge,"['v', 'v']"
2737,bestrijden,combat,"['n', 'n', 'v']"
2738,fatsoen,decency,"['n', 'n']"
2739,bespeuren,detect,['v']
2740,gaten,holes,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v']"
2741,uitstrekken,to stretch,[]
2742,schrappen,deleted,"['v', 'v', 'v']"
2743,opbergen,put away,[]
2744,verschijnen,to appear,[]
2745,schonen,clean,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'a', 's', 's', 's', 's', 'a', 'a', 'a', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's', 'r', 'r']"
2746,prakken,mash,"['n', 'n', 'v', 'v', 'v']"
2747,binnenhalen,bring in,[]
2748,afscheren,shave off,[]
2749,dineren,to dine,[]
2750,onderbreken,interrupt,"['n', 'v', 'v', 'v', 'v']"
2751,toebehoren,to belong,[]
2752,dwingen,force,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2753,opspelen,strike up,[]
2754,doorvechten,fight on,[]
2755,duiden,indicate,"['v', 'v', 'v', 'v', 'v']"
2756,dertien,thirteen,"['n', 's']"
2757,scoren,to score,[]
2758,bezorgen,to deliver,[]
2759,vertegenwoordigen,represent,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2760,inwinnen,collect,"['n', 'v', 'v', 'v', 'v', 'v', 's', 'r']"
2761,botvieren,let go,[]
2762,verzopen,drowned,"['v', 'v', 'v', 'v', 'v']"
2763,verminderen,Reduce,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2764,verzuipen,drown,"['v', 'v', 'v', 'v', 'v']"
2765,neuken,fuck,"['n', 'v']"
2766,voorblijven,stay ahead,[]
2767,zinnen,sentences,"['n', 'n', 'n', 'v']"
2768,husselen,toss,"['n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
2769,spermasporen,sperm traces,[]
2770,zegenen,to bless,[]
2771,warmlopen,warm up,[]
2772,settelen,settle down,[]
2773,overbruggen,bridging,"['v', 'v', 'v']"
2774,terugkopen,repurchase,"['n', 'v']"
2775,accepteren,accept,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2776,laaien,blaze,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v']"
2777,stoefen,stoefen,[]
2778,ademhalen,breathing,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'a']"
2779,alarmeren,alarm,"['n', 'n', 'n', 'n', 'v', 'v']"
2780,doorweken,soak,"['n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2781,oppakken,picking up,[]
2782,terugvallen,relapse,"['n', 'v', 'v']"
2783,stilleggen,shut down,[]
2784,klaplopen,folding,"['n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 's']"
2785,overschoen,overshoe,['n']
2786,rechtschapen,righteous,"['a', 's']"
2787,vooruitzien,looking ahead,[]
2788,schijten,shit,"['n', 'n', 'n', 'n', 'n', 'n', 'v', 'v']"
2789,beweren,claim,"['n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v']"
2790,verkolen,char,"['n', 'n', 'n', 'v', 'v']"
2791,inlevingsvermogen,empathy,['n']
2792,uitpraten,to talk,[]
2793,knagen,gnaw,"['v', 'v']"
2794,neervallen,falling down,[]
2795,deren,harms,"['n', 'n', 'n', 'v']"
2796,belezen,well-read,"['s', 's']"
2797,trachten,attempt,"['n', 'n', 'v', 'v']"
2798,souffleren,prompting,"['n', 'n', 'v', 'v', 'v']"
2799,polijsten,polishing,"['n', 'v', 'v', 'v']"
2800,communicatietoren,communication tower,[]
2801,uitvreten,eating out,[]
2802,versmelten,merge,"['v', 'v', 'v']"
2803,stribbelen,struggle,"['n', 'n', 'n', 'v', 'v', 'v', 'v']"
2804,vergokken,gambling,"['n', 'v', 'v']"
2805,afstellen,fine tune,[]
2806,opeten,eat,"['v', 'v', 'v', 'v', 'v', 'v']"
2807,aansteken,to light,[]
2808,bezuipen,drown,"['v', 'v', 'v', 'v', 'v']"
2809,kidnappen,kidnapping,"['n', 'v']"
2810,belegeren,besiege,"['v', 'v', 'v']"
2811,meedoen,participate,"['v', 'v']"
2812,discuteren,to argue,[]
2813,verkrachten,rape,"['n', 'n', 'n', 'v', 'v']"
2814,uitputten,to exhaust,[]
2815,meewerken,to cooperate,[]
2816,katten,cats,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v']"
2817,verspillen,waste,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 's']"
2818,watertoren,water tower,[]
2819,afstijgen,dismount,"['n', 'v']"
2820,verdorven,depraved,"['v', 's']"
2821,manoeuvreren,maneuvering,"['v', 'v', 'v']"
2822,wedergeboren,born again,[]
2823,bekrassen,scratch,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2824,ontsteken,ignite,"['v', 'v', 'v']"
2825,wegdrinken,drink away,[]
2826,volpompen,pumping up,[]
2827,aanstichten,instigate,"['v', 'v']"
2828,wegtoveren,magic away,[]
2829,openmaken,open up,[]
2830,indrukken,impressions,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
2831,hersengolven,brainwaves,"['n', 'n']"
2832,balanceren,to balance,[]
2833,verloederen,run down,[]
2834,inspireren,to inspire,[]
2835,uiten,express,"['n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 's', 's', 'r']"
2836,wegwezen,get out,[]
2837,afleveringskosten,delivery costs,[]
2838,combineren,to combine,[]
2839,overklassen,outclass,['v']
2840,inleggen,insert,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v']"
2841,afspoelen,wash down,[]
2842,showen,showing,"['n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2843,fronsen,frown,"['n', 'v']"
2844,tuffen,chug,"['n', 'v']"
2845,verankeren,anchor,"['n', 'n', 'n', 'v', 'v']"
2846,opdoffen,dress up,[]
2847,verbijsteren,bewilder,"['v', 'v']"
2848,mompelen,mumble,"['n', 'v', 'v']"
2849,mishagen,displease,['v']
2850,honkballen,baseballs,"['n', 'n']"
2851,beschrijven,describe,"['v', 'v', 'v', 'v']"
2852,fluisteren,to whisper,[]
2853,castreren,castrate,"['n', 'v', 'v', 'v', 'v']"
2854,kaalgevreten,eaten bald,[]
2855,buikspreken,ventriloquism,['n']
2856,kristallen,crystals,"['n', 'n', 'n', 'n', 'n', 'n']"
2857,protesteren,protest,"['n', 'n', 'n', 'v', 'v', 'v']"
2858,conserven,preserves,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
2859,ontsmetten,disinfect,['v']
2860,ontknopen,unbutton,['v']
2861,uithoudingsvermogen,stamina,"['n', 'n']"
2862,bedonderen,cheat,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v']"
2863,maken,to make,[]
2864,meekomen,come along,[]
2865,bewateren,watering,"['n', 'n', 'v', 'v', 'v', 'v']"
2866,dateren,dating,"['n', 'v', 'v', 'v', 'v', 'v']"
2867,doorvaren,sail on,[]
2868,rukken,snatch,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v']"
2869,verknallen,screw up,[]
2870,verdorren,wither,"['v', 'v']"
2871,freaken,freak,"['n', 'n', 'v']"
2872,toefluisteren,whisper,"['n', 'n', 'v']"
2873,opvreten,eat up,[]
2874,berijden,ride a,[]
2875,voorbijrazen,rush past,[]
2876,tevreden,satisfied,"['v', 'v', 'v', 's', 's']"
2877,decimeren,decimate,"['v', 'v']"
2878,voorbehouden,reserved,"['v', 'v', 'v', 'v', 'a', 'a']"
2879,opsodemieteren,fuck off,[]
2880,kokken,cocci,"['n', 'n']"
2881,feestvarken,birthday boy,[]
2882,specificeren,specify,"['v', 'v', 'v', 'v', 'v', 'v', 'v']"
2883,verzilveren,cashing in,[]
2884,dichtspijkeren,nailing up,[]
2885,herdenken,commemorate,"['v', 'v', 'v']"
2886,doordringen,penetrate,"['v', 'v', 'v', 'v', 'v', 'v', 'v']"
2887,programmeren,computer programming,[]
2888,verbergen,hide,"['n', 'n', 'v', 'v', 'v', 'v']"
2889,opkloppen,whip up,[]
2890,vernietigen,destroy,"['v', 'v', 'v', 'v']"
2891,hossen,hossen,[]
2892,spitten,digging,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2893,bevechten,fight,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v']"
2894,versnijden,to cut,[]
2895,bekennen,confess,"['v', 'v', 'v']"
2896,speculeren,speculate,"['v', 'v', 'v', 'v']"
2897,verdrievoudigen,triple,"['n', 'n', 'n', 'v', 'v', 's', 's']"
2898,inseinen,sign in,[]
2899,doorboren,pierce,"['n', 'v', 'v', 'v', 'v', 'v']"
2900,traumatiseren,traumatize,['v']
2901,overrijden,drive over,[]
2902,hengelen,angling,"['n', 'v', 'v', 'v', 'v', 'v']"
2903,ontnuchteren,sober up,[]
2904,anabolen,steroids,"['n', 'n']"
2905,thuiszitten,be at home,[]
2906,terugroepen,recall,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2907,vernederen,humiliate,['v']
2908,verheffen,uplift,"['n', 'n', 'v', 'v', 'v']"
2909,eruitzien,look,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2910,autoracen,car racing,[]
2911,dichtvriezen,freeze over,[]
2912,schieten,shoot,"['n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2913,toewensen,wish,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
2914,ijlen,delirious,"['s', 's']"
2915,langskomen,come,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2916,afkicken,kick the habit,[]
2917,doodsteken,stab to death,[]
2918,opzien,look up,[]
2919,uitkijktoren,watchtower,['n']
2920,voordringen,push forward,[]
2921,potten,pots,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v']"
2922,verstoppen,to hide,[]
2923,terugzakken,back down,[]
2924,verzadigen,saturate,"['v', 'v']"
2925,natrekken,retracing,"['v', 'v']"
2926,wegrollen,roll away,[]
2927,schudden,shake,"['n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2928,overledenen,deceased,"['n', 'v', 's']"
2929,boeten,penance,"['n', 'n', 'n']"
2930,volbrengen,to accomplish,[]
2931,pochen,boast,"['n', 'v', 'v']"
2932,vegeteren,vegetate,"['v', 'v', 'v', 'v', 'v', 'v', 'v']"
2933,insnijden,incise,['v']
2934,indekken,hedge,"['n', 'n', 'n', 'v', 'v', 'v', 'v']"
2935,misleiden,mislead,"['v', 'v']"
2936,inzitten,worry,"['n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
2937,reukvermogen,sense of smell,[]
2938,achterlaten,leave behind,[]
2939,inviteren,invite,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2940,tekortschieten,fall short,[]
2941,richten,to target,[]
2942,rondhollen,run around,[]
2943,beoordelingsvermogen,judgment,"['n', 'n', 'n', 'n', 'n', 'n', 'n']"
2944,verstoren,to disturb,[]
2945,produceren,produce,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2946,dichtvallen,fall shut,[]
2947,uitglijden,slip,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2948,verfraaien,embellish,"['v', 'v', 'v', 'v']"
2949,bespieden,spy,"['n', 'n', 'v', 'v', 'v', 'v']"
2950,aanpassen,To adjust,[]
2951,poedelen,paddle,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
2952,aanpraten,talking,"['n', 'v', 'v', 'v', 'v', 'v', 'v']"
2953,vormen,form,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2954,watertrappelen,treading water,[]
2955,neerknallen,pop down,[]
2956,opdissen,to do up,[]
2957,moorden,murders,"['n', 'v', 'v']"
2958,afvegen,wipe off,[]
2959,ondermijnen,undermine,"['v', 'v']"
2960,dippen,dipping,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2961,begeven,fail,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2962,vertrekken,leave,"['n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2963,schatten,to estimate,[]
2964,rondbrengen,bring around,[]
2965,executeren,to execute,[]
2966,vasthaken,hook,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2967,verdrinken,drowning,"['v', 'v', 'v', 'v', 'v']"
2968,romantiseren,romanticize,"['v', 'v', 'v']"
2969,afronden,complete,"['v', 'v', 'v', 'v', 'v', 'a', 's', 's', 's', 's']"
2970,fikken,fire up,[]
2971,terechtstellen,to execute,[]
2972,ongeschreven,unwritten,"['a', 's', 's']"
2973,opeisen,to claim,[]
2974,beledigen,to offend,[]
2975,draven,trot,"['n', 'n', 'n', 'n', 'v', 'v', 'v']"
2976,stukmaken,to break,[]
2977,vergoeden,reimburse,"['v', 'v']"
2978,pollen,pollen,['n']
2979,klitten,tangles,"['n', 'n', 'v', 'v', 'v', 'v']"
2980,binnenleiden,lead in,[]
2981,tetteren,chatter,"['n', 'n', 'n', 'v', 'v', 'v', 'v', 'v']"
2982,smikkelen,enjoy,"['v', 'v', 'v', 'v', 'v']"
2983,aangrijpen,seize,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2984,reorganiseren,reorganize,"['v', 'v']"
2985,intrappen,smash,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'r']"
2986,uitwerken,work out,[]
2987,haasten,hurry,"['n', 'n', 'n', 'v', 'v', 'v']"
2988,duizenden,thousands,['n']
2989,katoen,cotton,"['n', 'n', 'n', 'n', 'v']"
2990,neerschrijven,write down,[]
2991,sardien,sardine,"['n', 'n', 'n', 'n']"
2992,tegenwerken,counteract,"['v', 'v', 'v', 'v']"
2993,buitenzetten,put out,[]
2994,balpen,Biro,['n']
2995,weerkaatsen,bounce off,[]
2996,ontginnen,mining,"['n', 'n', 'v', 'v']"
2997,classificeren,classify,"['v', 'v', 'v']"
2998,stammen,tribes,"['n', 'n', 'n', 'n']"
2999,jagen,to hunt,[]
3000,gebeuren,to happen,[]
3001,wegkruipen,to crawl away,[]
3002,toebrengen,inflict,['v']
3003,aflikken,lick it off,[]
3004,surfen,surf,"['n', 'v', 'v', 'v']"
3005,uitbreken,break out,[]
3006,ritselen,rustle,"['n', 'v', 'v', 'v']"
3007,jongleren,juggle,"['n', 'n', 'v', 'v', 'v', 'v', 'v']"
3008,ontkennen,to deny,[]
3009,verloven,get engaged,[]
3010,toeteren,honk,"['n', 'v', 'v', 'v', 'v']"
3011,coördineren,coordinate,"['n', 'v', 'v', 'v', 'v', 's']"
3012,ontkurken,uncork,"['v', 'v']"
3013,vermengen,mixing,"['n', 'v', 'v', 'v', 'v', 'v', 'v']"
3014,worden,turn into,[]
3015,degraderen,degrade,"['v', 'v', 'v']"
3016,spijten,regret,"['n', 'v', 'v', 'v', 'v']"
3017,vergewissen,verify,"['v', 'v', 'v', 'v']"
3018,straalbezopen,drunk,"['n', 'n', 'v', 'v', 'v', 'v', 'v', 'a', 's']"
3019,binnenblijven,stay inside,[]
3020,rondvaren,cruising around,[]
3021,bitten,bits,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
3022,kopiëren,to copy,[]
3023,smeken,to beg,[]
3024,veroorzaken,cause,"['n', 'n', 'n', 'n', 'n', 'v', 'v']"
3025,zo-even,just now,[]
3026,zwendelen,scam,"['n', 'v']"
3027,afpersen,extort,"['v', 'v', 'v']"
3028,afsnijden,cut off,[]
3029,volhouden,persist,"['v', 'v', 'v']"
3030,buitenwesten,unconscious,"['n', 'a', 's', 's']"
3031,vasthechten,attach,"['v', 'v', 'v', 'v', 'v']"
3032,bespraken,discussed,"['v', 'v']"
3033,couperen,docking,"['n', 'v', 'v', 'v', 'v', 'v']"
3034,uitstellen,Delay,"['n', 'n', 'v', 'v', 'v', 'v']"
3035,aanhangen,adhere,"['v', 'v', 'v', 'v', 'v', 'v']"
3036,kritiseren,to criticize,[]
3037,vermalen,ground,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3038,voortrekken,favor,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v']"
3039,verbrijzelen,shatter,"['v', 'v', 'v']"
3040,verdwalen,to get lost,[]
3041,formeren,form,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
3042,schooljongen,schoolboy,['n']
3043,wekken,arouse,"['v', 'v', 'v', 'v', 'v', 'v', 'v']"
3044,erkennen,acknowledge,"['v', 'v', 'v', 'v', 'v', 'v']"
3045,vlijen,snuggle,"['n', 'v', 'v']"
3046,verlangen,desire,"['n', 'n', 'n', 'v', 'v', 'v']"
