,word,translation,meaning
533,oud,old,"{'Noun': [""past times (especially in the phrase `in days of old'""], 'Adjective': ['(used especially of persons', 'of long duration; not new', '(used for emphasis', 'skilled through long experience', 'belonging to some prior time', 'very good', 'of a very early stage in development', 'just preceding something else in time or order']}"
534,out,out,"{'Noun': ['(baseball'], 'Verb': [""to state openly and publicly one's homosexuality"", 'reveal (something', 'be made known; be disclosed or revealed'], 'Adjective': ['not allowed to continue to bat or run', 'being out or having grown cold', 'not worth considering as a possibility', 'out of power; especially having been unsuccessful in an election', 'excluded from use or mention', 'directed outward or serving to direct something outward', 'no longer fashionable', 'outside or external', 'outer or outlying', 'knocked unconscious by a heavy blow'], 'Adverb': ['away from home', 'moving or appearing to move away from a place, especially one that is enclosed or hidden', ""from one's possession""]}"
535,ov,ov,{'Noun': ['a terrorist group of Protestants who oppose any political settlement with Irish nationalists; a paramilitary group that attacks Catholic interests in Northern Ireland']}
536,pa,dad,{'Noun': ['an informal term for a father; probably derived from baby talk']}
537,pad,path,"{'Noun': ['a course of conduct', 'a way especially designed for a particular use', 'an established line of travel or access', 'a line or route along which something travels or moves']}"
538,paf,bang,"{'Noun': ['a vigorous blow', 'a sudden very loud noise', 'a border of hair that is cut short and hangs across the forehead', 'the swift release of a store of affective force', 'a conspicuous success'], 'Verb': ['strike violently', 'to produce a sharp often metallic explosive or percussive sound', 'close violently', 'move noisily', 'have sexual intercourse with', 'leap, jerk, bang'], 'Adverb': ['directly']}"
539,pak,business suit,
540,pal,pal,"{'Noun': ['a close friend who accompanies his buddies in their activities'], 'Verb': ['become friends; act friendly towards']}"
541,pan,pan,"{'Noun': ['cooking utensil consisting of a wide metal vessel', '(Greek mythology', 'shallow container made of metal', 'chimpanzees; more closely related to Australopithecus than to other pongids'], 'Verb': ['make a sweeping movement', 'wash dirt in a pan to separate out the precious minerals', 'express a totally negative opinion of']}"
542,pap,dad,{'Noun': ['an informal term for a father; probably derived from baby talk']}
543,par,par,"{'Noun': ['a state of being essentially equal or equivalent; equally balanced'], 'Verb': ['make a score (on a hole']}"
544,pas,pass,"{'Noun': ['(baseball', '(military', '(American football', 'the location in a range of mountains of a geological formation that is lower than the surrounding peaks', 'any authorization to pass or go somewhere', 'a document indicating permission to do something without restrictions', 'a flight or run by an aircraft over a target', 'a bad or difficult situation or state of affairs', 'a difficult juncture', 'one complete cycle of operations (as by a computer', 'an automatic advance to the next round in a tournament without playing an opponent', 'a permit to enter or leave a military installation', 'a complimentary ticket', 'a usually brief attempt', '(sports', 'success in satisfying a test or requirement'], 'Verb': ['go across or through', 'move past', 'make laws, bills, etc. or bring into effect by legislation', 'pass by', 'place into the hands or custody of', 'stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point', 'travel past', 'come to pass', 'go unchallenged; be approved', 'use up a period of time in a specific way', 'pass over, across, or through', 'transmit information', 'disappear gradually', 'go successfully through a test or a selection process', 'be superior or better than some standard', 'accept or judge as acceptable', 'allow to go without comment or censure', 'transfer to another; of rights or property', 'pass into a specified state or condition', 'throw (a ball', 'be inherited by', 'cause to pass', 'grant authorization or clearance for', 'pass from physical life and lose all bodily attributes and functions necessary to sustain life', 'eliminate from the body'], 'Adjective': ['of advancing the ball by throwing it']}"
545,pat,pat,"{'Noun': ['the sound made by a gentle blow', 'a light touch or stroke'], 'Verb': ['pat or squeeze fondly or playfully, especially under the chin', 'hit lightly'], 'Adjective': ['having only superficial plausibility', 'exactly suited to the occasion'], 'Adverb': ['completely or perfectly']}"
546,pay,pay,"{'Noun': ['something that remunerates'], 'Verb': ['give money, usually in exchange for goods or services', 'convey, as of a compliment, regards, attention, etc.; bestow', 'cancel or discharge a debt', 'bring in', 'do or give something to somebody in return', 'dedicate', 'be worth it', 'render', 'bear (a cost or penalty', 'make a compensation for', 'discharge or settle']}"
547,pc,pc,{'Noun': ['a small digital computer based on a microprocessor and designed to be used by one person at a time']}
548,pcb,pcb,
549,pee,pee,"{'Noun': ['liquid excretory product', 'informal terms for urination'], 'Verb': ['eliminate urine']}"
550,peg,peg,"{'Noun': ['a wooden pin pushed or driven into a surface', 'small markers inserted into a surface to mark scores or define locations etc.', 'informal terms for the leg', 'a prosthesis that replaces a missing leg', 'regulator that can be turned to regulate the pitch of the strings of a stringed instrument', 'a holder attached to the gunwale of a boat that holds the oar in place and acts as a fulcrum for rowing'], 'Verb': ['succeed in obtaining a position', 'pierce with a wooden pin or knock or thrust a wooden pin into', 'fasten or secure with a wooden pin', 'stabilize (the price of a commodity or an exchange rate']}"
551,pek,pitch,"{'Noun': ['the property of sound that varies with variation in the frequency of vibration', '(baseball', ""a vendor's position (especially on the sidewalk"", 'promotion by means of an argument and demonstration', 'degree of deviation from a horizontal plane', 'any of various dark heavy viscid substances obtained as a residue', 'a sports field with predetermined dimensions for playing soccer', 'a high approach shot in golf', 'an all-fours game in which the first card led is a trump', 'abrupt up-and-down motion (as caused by a ship or other conveyance', 'the action or manner of throwing something'], 'Verb': ['throw or toss with a light motion', 'move abruptly', 'fall or plunge forward', 'set to a certain pitch', 'sell or offer for sale from place to place', 'be at an angle', 'heel over', 'erect and fasten', 'throw or hurl from the mound to the batter, as in baseball', 'hit (a golf ball', 'lead (a card', 'set the level or character of']}"
552,pel,Peel,"{'Noun': ['British politician (1788-1850', 'the rind of a fruit or vegetable'], 'Verb': ['strip the skin off', 'come off in flakes or thin small pieces', 'get undressed']}"
553,pen,pen,"{'Noun': ['a writing implement with a point from which ink flows', 'an enclosure for confining livestock', 'a portable enclosure in which babies may be left to play', 'a correctional institution for those convicted of major crimes', 'female swan'], 'Verb': ['produce a literary work']}"
554,pep,pep,{'Noun': ['liveliness and energy']}
555,per,per,
556,pet,cap,"{'Noun': ['a tight-fitting headdress', 'a top (as for a bottle', 'a mechanical or electrical explosive device or a small amount of explosive; can be used to initiate the reaction of a disrupting explosive', 'something serving as a cover or protection', 'a fruiting structure resembling an umbrella or a cone that forms the top of a stalked fleshy fungus such as a mushroom', 'a protective covering that is part of a plant', 'an upper limit on what is allowed', '(dentistry', 'the upper part of a column that supports the entablature'], 'Verb': ['lie at the top of', 'restrict the number or amount of']}"
