index,word,translation,tag
072426,vloekende,cursing,WW
072427,vloeiden,flowed,WW
072428,visiteren,visiteren,WW
072429,vierendeel,quarter,WW
072430,versmade,despised,WW
072431,versjteren,versjteren,WW
072432,verdrukken,oppress,WW
072433,verderven,corrupt,WW
072434,verdaag,prorogue,WW
072435,verbrassen,dissipate,WW
072436,vastgrijpt,grips,WW
072437,uitwaaien,fresh air,WW
072438,uitroeiden,exterminated,WW
072439,uitraken,uitraken,WW
072440,uitblijven,failure,WW
072441,tuigt,convinces,WW
072442,tournament,tournament,WW
072443,toetreedt,accedes,WW
072444,tintel,tingle,WW
072445,tewerkgesteld,employed,WW
072446,tevreden.,satisfied.,WW
072447,tegenstemmen,by votes,WW
072448,synchroniseer,synchronize,WW
072449,stuiterende,bouncing,WW
072450,stonede,stoned,WW
072451,stilzwijgende,implied,WW
072452,steigerde,pranced,WW
072453,sr.,sr.,WW
072454,splitsten,split,WW
072455,spekvet,lard,WW
072456,spekken,fill,WW
072457,speculeert,speculates,WW
072458,sluimerende,dormant,WW
072459,skeeleren,roller skating,WW
072460,sjoemelde,sjoemelde,WW
072461,sjacheren,huckster,WW
072462,simuleer,simulate,WW
072463,schroei,sear,WW
072464,schaduwboksen,shadow boxing,WW
072465,samenhokken,huddle together,WW
072466,saboteer,sabotage,WW
072467,roskammen,curry,WW
072468,rondtollen,spinning,WW
072469,ronddobberen,drift about,WW
072470,rijpt,matures,WW
072471,retrograde,retrograde,WW
072472,reikend,reaching,WW
072473,recycleren,recycle,WW
072474,rechthouden,keep right,WW
072475,ravotten,romp,WW
072476,raas,rant,WW
072477,ploeterende,plodding,WW
072478,peperen,pepper,WW
072479,overijld,hasty,WW
072480,opspuiten,spirt,WW
072481,oplazert,oplazert,WW
072482,opjoeg,opjoeg,WW
072483,ophouden.,stop.,WW
072484,opgestraald,beamed,WW
072485,opgeklopt,whipped,WW
072486,opengekrabd,scratched,WW
072487,ontwikkelende,evolving,WW
072488,ontbeer,ontbeer,WW
072489,ongecensureerd,uncensored,WW
072490,omhooghouden,hold up,WW
072491,omcirkelde,circled,WW
072492,olievat,oil barrel,WW
072493,nÚg,nug,WW
072494,nippend,sipping,WW
072495,natspuiten,squirt,WW
072496,najoeg,hunted,WW
072497,nagezien,checked,WW
072498,muilkorven,muzzle,WW
072499,moetik,must I,WW
072500,modderen,muddle,WW
072501,miauwt,meows,WW
072502,meebeslissen,in decisions,WW
072503,mazel_tov,mazel_tov,WW
072504,lustopwekkend,aphrodisiac,WW
072505,legitimeer,legitimize,WW
072506,kwispelen,wag,WW
072507,kogelstoten,shot-put,WW
072508,knevelen,gag,WW
072509,kieperen,VideoCD,WW
072510,jongleert,juggles,WW
072511,jokte,lied,WW
072512,island,island,WW
072513,intimiderende,intimidating,WW
072514,inkwartieren,billet,WW
072515,initiÎren,initiÎren,WW
072516,initialiseren,initialize,WW
072517,identificatiekaart,identification card,WW
072518,heropvoeden,reeducate,WW
072519,herlaadt,reloading,WW
072520,heersend,ruling,WW
072521,heb...ik,have I,WW
072522,hallucinerend,hallucinatory,WW
072523,gokverslaafd,addicted to gambling,WW
072524,gezweefd,floated,WW
072525,gevriesdroogde,lyophilized,WW
072526,gevijld,filed,WW
072527,gesettled,settled,WW
072528,geschaakt,chess,WW
072529,gesauteerde,sautéed,WW
072530,gereset,reset,WW
072531,gereflecteerd,reflected,WW
072532,gereactiveerd,reactivated,WW
072533,geput,drawn,WW
072534,gepiepeld,being screwed,WW
072535,gepekelde,pickled,WW
072536,gemodificeerd,modified,WW
072537,gelukken,succeed,WW
072538,geknuppeld,clubbed,WW
072539,geimproviseerd,improvised,WW
072540,gefingeerde,fictitious,WW
072541,gediagnosticeerd,diagnosed,WW
072542,gedestabiliseerd,destabilized,WW
072543,gedematerialiseerd,dematerialized,WW
072544,gecomprimeerde,compressed,WW
072545,gebeurdt,gebeurdt,WW
072546,gebasseerd,based,WW
072547,gebasketbald,played basketball,WW
072548,frisbeeÎn,frisbeeÎn,WW
072549,flappert,flapping,WW
072550,falend,failing,WW
072551,ezelsoren,ezelsoren,WW
072552,doorseinen,translate,WW
072553,doodbloedde,bled to death,WW
072554,doft,thwart,WW
072555,doezelen,feather,WW
072556,demoraliserend,demoralizing,WW
072557,degenereren,degenerate,WW
072558,dagvaardt,sues,WW
072559,copperfield,Copperfield,WW
072560,condenseert,condense,WW
072561,coladas,coladas,WW
072562,choqueert,shocks,WW
072563,checkten,checked,WW
072564,buitenkwam,came out,WW
072565,brouwt,brew,WW
072566,broedt,broods,WW
072567,brekend,breaking,WW
072568,breide,knitted,WW
072569,blËren,yell,WW
072570,blowde,smoked weed,WW
072571,bloemet,bloemet,WW
072572,binnenleiden,usher,WW
072573,binnenalen,in materials,WW
072574,binnekort,inside briefly,WW
072575,bijgelapt,bijgelapt,WW
072576,bidden.,pray.,WW
072577,bezongen,celebrated,WW
072578,bestraat,paved,WW
072579,bestraalt,irradiates,WW
072580,bespioneerden,spied on,WW
072581,beschilder,paint your,WW
072582,beplanten,plant,WW
072583,bekoord,enamored,WW
072584,attenderen,alert,WW
072585,apenkooi,monkey cage,WW
072586,afzagen,sawing,WW
072587,aftuigt,aftuigt,WW
072588,afstudeerden,graduated,WW
072589,afstempelen,stamping,WW
072590,afglijdt,slipping,WW
072591,afgetraind,toned,WW
072592,afgerichte,trained,WW
072593,afgemeerd,berthed,WW
072594,afgekloven,gnawed,WW
072595,achtien,eighteen,WW
072596,aanwrijven,impute,WW
072597,aanwierf,recruited,WW
072598,aanvalswapen,offensive arm,WW
072599,aanschouwde,beheld,WW
072600,53rd,53rd,WW
072601,vuurstenen,flints,ADJ
072602,tweesnijdend,two-edged,ADJ
072603,tertiaire,tertiary,ADJ
072604,teerhartig,tender-hearted,ADJ
072605,syrisch,Syrian,ADJ
072606,stationaire,stationary,ADJ
072607,sprookjesachtige,fairytale,ADJ
072608,schurkachtige,villainous,ADJ
072609,rachele,rachele,ADJ
072610,pikants,zest,ADJ
072611,pakistaans,Pakistani,ADJ
072612,onrespectvol,disrespectful,ADJ
072613,homosexuele,gay sex,ADJ
072614,foutloze,flawless,ADJ
072615,douairiËre,dowager,ADJ
072616,dnze,dnze,ADJ
072617,cardiale,cardiac,ADJ
072618,bijzonderste,most outstanding,ADJ
072619,asperger,asperger,ADJ
072620,óo,oO,BW
072621,de_musketiers,de_musketiers,LID
072622,het_rijk,the Empire,LID
072623,weinbrenner,Weinbrenner,N
072624,waterpaard,water horse,N
072625,verdover,stunner,N
072626,spider_mike,spider_mike,N
072627,sparrowhawk,sparrowhawk,N
072628,sierra-tango-nine,Sierra-Tango-Nine,N
072629,saleem,saleem,N
072630,rooker,rooker,N
072631,powwow,powwow,N
072632,oom_benny,oom_benny,N
072633,nuke,nuke,N
072634,mr_crown,mr_crown,N
072635,mr_bloom,mr_bloom,N
072636,marlee,marlee,N
072637,markabs,markabs,N
072638,magneetveld,magnetic,N
072639,kars,karst,N
072640,juffrouw_dubois,juffrouw_dubois,N
072641,jaffar,jaffar,N
072642,evinrude,evinrude,N
072643,critters,critters,N
072644,burbage,burbage,N
072645,bultruggen,humpbacks,N
072646,android,android,N
072647,airjet,airjet,N
072648,ógeen,ogen,N
072649,zweefvliegtuigen,gliders,N
072650,zwarthemden,Blackshirts,N
072651,zog,wake,N
072652,xtc-pillen,ecstasy pills,N
072653,wraakdemon,vengeance demon,N
072654,working,working,N
072655,wissers,wipers,N
072656,wisselaars,changers,N
072657,wiegjes,cribs,N
072658,waterkanon,water cannon,N
072659,vrijgezellenfuif,bachelor party,N
072660,vogeltjesdans,Chicken dance,N
072661,voetbalbond,Football,N
072662,voedsters,nurses,N
072663,vocalen,vocals,N
072664,vluchthaven,port of refuge,N
072665,vindje,do you think,N
072666,verduisteringen,eclipses,N
072667,ventilatorriem,fan belt,N
072668,veerboten,ferries,N
072669,veehandel,livestock,N
072670,vasculitis,vasculitis,N
072671,vannavond,last night,N
072672,tweeloop,Over two,N
072673,tweelingzuster,twin,N
072674,tweekamp,double event,N
072675,trainings,training,N
072676,tournooi,tournament,N
072677,toptien,top ten,N
072678,topspin,topspin,N
072679,tonnage,tonnage,N
072680,tipjes,roaches,N
072681,terreurdreiging,terror threat,N
072682,terminators,terminators,N
072683,tennisprof,tennis pro,N
072684,teaser,teaser,N
072685,tarbot,turbot,N
072686,tapir,tapir,N
072687,tangens,tangent,N
072688,tandwielen,gears,N
072689,tamp,tamp,N
072690,straatgeweld,street violence,N
072691,stoppers,stoppers,N
072692,stootkussen,pad,N
072693,stemidentificatie,voice identification,N
072694,stase,stasis,N
072695,staatsraad,councilor,N
072696,springtij,springtide,N
072697,springpaard,jumping horse,N
072698,spookuur,Witching Hour,N
072699,soufflÈs,souffles,N
072700,sonarcontact,sonar contact,N
072701,snolletjes,sluts,N
072702,sling,sling,N
072703,slakom,salad bowl,N
072704,slaaplab,sleep lab,N
072705,sjaak,sjaak,N
072706,sintels,embers,N
072707,showgirls,showgirls,N
072708,shang,shang,N
072709,schaduwoorlog,shadow war,N
072710,ruimteverkenner,space explorer,N
072711,ruger,ruger,N
072712,robotica,robotics,N
072713,resurrectieschip,resurrectieschip,N
072714,remover,remover,N
072715,rechtsen,rightists,N
072716,rattenkeutel,rat droppings,N
072717,raketkamer,rocket room,N
072718,quarantine,quarantine,N
072719,prulletje,trinket,N
072720,procurator,procurator,N
072721,print-out,printout,N
072722,postkaarten,postcards,N
072723,poephoofd,poo head,N
072724,pikkenlikker,pikkenlikker,N
072725,peukjes,stubs,N
072726,petunia's,petunias,N
072727,petie,petie,N
072728,pelotonleider,platoon leader,N
072729,pekinees,Pekinese,N
072730,paradijsvogels,birds of paradise,N
072731,oxymoron,oxymoron,N
072732,orkestbak,orchestra pit,N
072733,oorlogskabinet,war cabinet,N
072734,onderafdeling,subsection,N
072735,noodbeveiliging,emergency security,N
072736,nimmermeer,nevermore,N
072737,nightcrawler,nightcrawler,N
072738,neukmachine,fucking machine,N
072739,neukertje,fuck buddy,N
072740,nails,nails,N
072741,muskusrat,muskrat,N
072742,mtr,mtr,N
072743,mrs._martin,mrs._martin,N
072744,mr_ryan,mr_ryan,N
072745,mr_mcgregor,mr_mcgregor,N
072746,mr_jenkins,mr_jenkins,N
072747,mr_blake,mr_blake,N
072748,mountie,mountie,N
072749,miswijn,sacramental wine,N
072750,minigolfbaan,mini golf,N
072751,milieuactivist,environmentalist,N
072752,methodologie,methodology,N
072753,merites,merits,N
072754,meisjesstudentenclub,sorority,N
072755,matchpunt,match point,N
072756,mastodont,mastodon,N
072757,marsala,Marsala,N
072758,markeerpunt,marker,N
072759,maliÎnkolder,maliÎnkolder,N
072760,makelaarskantoor,agency,N
072761,macgregor,macgregor,N
072762,m'vrouw,ma'am,N
072763,lvoorkust,lvory Coast,N
072764,lsraÎliÎr,lsraÎliÎr,N
072765,lsles,lsles,N
072766,lsabella_contreras,lsabella_contreras,N
072767,lozer,discharger,N
072768,losplaats,wharf,N
072769,loker,loker,N
072770,lnverness,lnverness,N
072771,lndiaantje,lndiaantje,N
072772,lnbraak,lnbraak,N
072773,liftkoker,lift shaft,N
072774,liefdesboot,love boat,N
072775,lichaampje,corpuscle,N
072776,lesplan,Lesson Plan,N
072777,legertroepen,army troops,N
072778,legenda,legend,N
072779,leefsysteem,live system,N
072780,lancasters,lancasters,N
072781,lamsboutjes,lamb bolts,N
072782,laatstejaarsbal,laatstejaarsbal,N
072783,kwikzilver,mercury,N
072784,kwang,kwang,N
072785,krijgsgevangenkamp,POW camp,N
072786,kreken,creeks,N
072787,koffiekopje,coffee cup,N
072788,klinknagels,rivets,N
072789,kleiduif,clay pigeon,N
072790,kinderrijmpje,nursery rhyme,N
072791,kikkertjes,frogs,N
072792,kikkerbilletjes,frog legs,N
072793,kgb-agent,kgb agent,N
072794,keuzevrijheid,freedom of choice,N
072795,kaffers,Kaffirs,N
072796,kaartenmaker,mapmaker,N
072797,jup,jup,N
072798,joodje,joodje,N
072799,je&amp;,you &amp;,N
072800,jamil,jamil,N
072801,jakie,jakie,N
072802,investeringsbankier,investment banker,N
072803,inplants,unplants,N
072804,inktvlek,inkblot,N
072805,infuuszak,infusion,N
072806,identificatiecode,identification code,N
072807,hup-hup,hup-hup,N
072808,hulpmotoren,auxiliary,N
072809,hootie,hootie,N
072810,hoofdstation,main station,N
072811,hoofdcheerleader,head cheerleader,N
072812,hi-fi,hi-fi,N
072813,heroÔnedealer,heroÔnedealer,N
072814,handbesturing,hand control,N
072815,halfback,halfback,N
072816,guinje,guinea,N
072817,grondbezitters,landowners,N
072818,graig,graig,N
072819,grafschenners,grave robbers,N
072820,gpa,gpa,N
072821,gouverneurshuis,governor house,N
072822,goudpoeder,gold powder,N
072823,gorram,gorram,N
072824,gooier,thrower,N
072825,golfoorlogsyndroom,Gulf War syndrome,N
072826,goktenten,betting slips,N
072827,gezagsvoerder,authority Voerder,N
072828,geveltoerist,burglar,N
072829,gerta,Gerta,N
072830,geritsel,rustle,N
072831,generaal_grant,generaal_grant,N
072832,gemeenschapswerk,community work,N
072833,geldstuk,coin,N
072834,gekko's,geckos,N
072835,geestuitdrijving,spirit exorcism,N
072836,fresia's,freesias,N
072837,frenchie,frenchie,N
072838,frambozentaart,Raspberry pie,N
072839,frambozensap,raspberry,N
072840,fettucine,fettucine,N
072841,eretitel,title,N
072842,equinox,equinoctial,N
072843,effendi,effendi,N
072844,eerste-klas,first class,N
072845,dumonde,DuMonde,N
072846,drukpak,pressure suit,N
072847,drugtest,drug test,N
072848,drugswinkel,drug store,N
072849,drinkplaats,watering place,N
072850,driemanschap,triumvirate,N
072851,dreuzel,muggle,N
072852,drakenvuur,dragon fire,N
072853,dr._spencer,dr._spencer,N
072854,dorota,dorota,N
072855,doktors,doctors,N
072856,dilithium,dilithium,N
072857,dictees,dictations,N
072858,diakens,deacons,N
072859,deltavlieger,hang-glider,N
072860,decimalen,decimals,N
072861,dawnie,Dawnie,N
072862,danspasje,dance card,N
072863,cyclopen,Cyclops,N
072864,coupÈs,Coupes,N
072865,communiquÈs,communiqués,N
072866,colon,colon,N
072867,choreografe,choreographer,N
072868,celdegeneratie,cell degeneration,N
072869,carnes,carnes,N
072870,cardiomyopathie,cardiomyopathy,N
072871,buurtcentrum,neighborhood center,N
072872,burchten,castles,N
072873,buitentemperatuur,outside,N
072874,buideldier,marsupial,N
072875,buffeljacht,buffalo hunt,N
072876,bucket,bucket,N
072877,bruidsfeestje,bridal party,N
072878,brugwachter,bridgemaster,N
072879,boob,boob,N
072880,boo-boo,boo-boo,N
072881,blokfluit,recorder,N
072882,bezoekerspas,visitor,N
072883,betaalmeester,paymaster,N
072884,beschermgeest,genius,N
072885,benzinedop,Fuel Filler,N
072886,belangengroepen,interest,N
072887,beginposities,starting positions,N
072888,beenhouwer,butcher,N
072889,beeldvorming,imaging,N
072890,balkoningin,balkoningin,N
072891,bakboordmotor,port engine,N
072892,backswing,backswing,N
072893,b-25,B-25,N
072894,assalam,assalam,N
072895,antitoxine,antitoxin,N
072896,antitank,antitank,N
072897,amobarbital,amobarbital,N
072898,agnosticus,agnostic,N
072899,agent_scott,agent_scott,N
072900,afsluiters,valves,N
072901,adverteerder,advertiser,N
072902,achterzwaai,backswing,N
072903,aartshertogin,Archduchess,N
072904,4400-centrum,4400 center,N
072905,zwarte_september,zwarte_september,SPEC
072906,xenia,xenia,SPEC
072907,selkirk,selkirk,SPEC
072908,schenke,Schenke,SPEC
072909,schadenfreude,schadenfreude,SPEC
072910,rasmussen,rasmussen,SPEC
072911,pertwee,per two,SPEC
072912,pepita,pepita,SPEC
072913,passepoil,passepoil,SPEC
072914,morlocks,Morlocks,SPEC
072915,mariska,mariska,SPEC
072916,larbi,larbi,SPEC
072917,kitchener,Kitchener,SPEC
072918,kadir,kadir,SPEC
072919,hazliths,hazliths,SPEC
072920,dr._jones,dr._jones,SPEC
072921,derval,derval,SPEC
072922,deloach,Deloach,SPEC
072923,chatterbox,chatterbox,SPEC
072924,caiaphas,Caiaphas,SPEC
072925,breughel,breughel,SPEC
072926,brandee,brandee,SPEC
072927,bolland,bolland,SPEC
072928,biederman,Biederman,SPEC
072929,bapu,bapu,SPEC
072930,baine,baine,SPEC
072931,ólaat,olate,SPEC
072932,zonnekoning,Sun King,SPEC
072933,zocalo,zocalo,SPEC
072934,zeebrugge,zeebrugge,SPEC
072935,younger,younger,SPEC
072936,yales,Yales,SPEC
072937,wyms,Wyms,SPEC
072938,wraith_dna,wraith_dna,SPEC
072939,wpa,wPA,SPEC
072940,wooster,wooster,SPEC
072941,woodbury,woodbury,SPEC
072942,wilma's,wilma's,SPEC
072943,willy_wonka,willy_wonka,SPEC
072944,willy_brandt,willy_brandt,SPEC
072945,willy's,willy's,SPEC
072946,william_bonney,william_bonney,SPEC
072947,west_covina,west_covina,SPEC
072948,vogezen,Vosges,SPEC
072949,viÎtnam,viÎtnam,SPEC
072950,vir_cotto,vir_cotto,SPEC
072951,villalobos,villalobos,SPEC
072952,venga,venga,SPEC
072953,valle,valle,SPEC
072954,vacaville,vacaville,SPEC
072955,utley,utley,SPEC
072956,troop,trope,SPEC
072957,trautman,Trautman,SPEC
072958,tony_blair,tony_blair,SPEC
072959,toni's,toni's,SPEC
072960,tillman,tillman,SPEC
072961,thunderbolt,thunderbolt,SPEC
072962,thomas_wolfe,thomas_wolfe,SPEC
072963,theresienstadt,Theresienstadt,SPEC
072964,temptations,temptations,SPEC
072965,ted_crilly,ted_crilly,SPEC
072966,tarkan,tarkan,SPEC
072967,talmadge,talmadge,SPEC
072968,swim,swim,SPEC
072969,swenson,swenson,SPEC
072970,suzanna,suzanna,SPEC
072971,stille_nacht,stille_nacht,SPEC
072972,steven_seagal,steven_seagal,SPEC
072973,spectra,spectra,SPEC
072974,skip's,skip's,SPEC
072975,sink,sink,SPEC
072976,sidney's,sidney's,SPEC
072977,shleld,shleld,SPEC
072978,sen,sen,SPEC
072979,segovia,segovia,SPEC
072980,seas,seas,SPEC
072981,scratchy,scratchy,SPEC
072982,sclerose,sclerosis,SPEC
072983,schemerzone,twilight zone,SPEC
072984,sarabeth,Sarabeth,SPEC
072985,santee,santee,SPEC
072986,santa_marta,santa_marta,SPEC
072987,sandra's,sandra's,SPEC
072988,sandhurst,sandhurst,SPEC
072989,sam_merlotte,sam_merlotte,SPEC
072990,salle,salle,SPEC
072991,ruhrgebied,ruhr,SPEC
072992,royal_air_force,royal_air_force,SPEC
072993,roubaix,roubaix,SPEC
072994,rockin,rockin,SPEC
072995,robinson_crusoe,robinson_crusoe,SPEC
072996,ring_dings,ring_dings,SPEC
072997,rhone,rhone,SPEC
072998,rhoda,rhoda,SPEC
072999,reedy,reedy,SPEC
073000,rastaman,rastaman,SPEC
073001,rambo's,rambo's,SPEC
073002,radiohead,radiohead,SPEC
073003,queensboro_bridge,queensboro_bridge,SPEC
073004,pÈtain,Petain,SPEC
073005,pyro,pyro,SPEC
073006,pruis,Prussian,SPEC
073007,productions,productions,SPEC
073008,probe,probe,SPEC
073009,poppa,poppa,SPEC
073010,ponderosa,ponderosa,SPEC
073011,pokemon,pokemon,SPEC
073012,podunk,podunk,SPEC
073013,plait,plait,SPEC
073014,phat,phat,SPEC
073015,pez,pez,SPEC
073016,peter_peter,peter_peter,SPEC
073017,pch,pch,SPEC
073018,paddington_station,paddington_station,SPEC
073019,oost-indische_compagnie,East indische_compagnie,SPEC
073020,omoro,Omoro,SPEC
073021,ole,ole,SPEC
073022,octavian_caesar,octavian_caesar,SPEC
073023,nye,nye,SPEC
073024,nussbaum,nussbaum,SPEC
073025,north_park,north_park,SPEC
073026,nopd,nopd,SPEC
073027,noordvietnamezen,north Vietnamese,SPEC
073028,nigel_griffin,nigel_griffin,SPEC
073029,newell,newell,SPEC
073030,newcastle_united,newcastle_united,SPEC
073031,nathan_miller,nathan_miller,SPEC
073032,mr._stark,mr._stark,SPEC
073033,mr._kincaid,mr._kincaid,SPEC
073034,mr._goodman,mr._goodman,SPEC
073035,mr._balboa,mr._balboa,SPEC
073036,mossberg,mossberg,SPEC
073037,miss_summers,miss_summers,SPEC
073038,miss_peaches,miss_peaches,SPEC
073039,miss_lane,miss_lane,SPEC
073040,miss_jackson,miss_jackson,SPEC
073041,miramar,miramar,SPEC
073042,mika,mika,SPEC
073043,messenger,messenger,SPEC
073044,menendez,menendez,SPEC
073045,mccloy,McCloy,SPEC
073046,marquette,marquette,SPEC
073047,mark_davis,mark_davis,SPEC
073048,marines,marines,SPEC
073049,maricopa,maricopa,SPEC
073050,maniac,maniac,SPEC
073051,mangia,mangia,SPEC
073052,maleisiÎrs,maleisiÎrs,SPEC
073053,maggies,maggies,SPEC
073054,mad_cow,mad_cow,SPEC
073055,luchtpatrouille,air patrol,SPEC
073056,lodewijk_xvl,lodewijk_xvl,SPEC
073057,linden,linden,SPEC
073058,later_dle_avond,later_dle_avond,SPEC
073059,la_paz,La_Paz,SPEC
073060,l.v.,L.V.,SPEC
073061,kwai,kwai,SPEC
073062,kreutz,kreutz,SPEC
073063,koninklijke_academie,koninklijke_academie,SPEC
